"","GEOID","avg_distance_metro_miles","avg_distance_bus_miles","LOCATION","AREA_SQMI","E_TOTPOP","E_HU","E_HH","E_POV150","E_UNEMP","E_HBURD","E_NOHSDP","E_UNINSUR","E_AGE65","E_AGE17","E_DISABL","E_SNGPNT","E_LIMENG","E_MINRTY","E_MUNIT","E_MOBILE","E_CROWD","E_NOVEH","E_GROUPQ","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MINRTY","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EPL_POV150","EPL_UNEMP","EPL_HBURD","EPL_NOHSDP","EPL_UNINSUR","SPL_THEME1","RPL_THEME1","EPL_AGE65","EPL_AGE17","EPL_DISABL","EPL_SNGPNT","EPL_LIMENG","SPL_THEME2","RPL_THEME2","EPL_MINRTY","SPL_THEME3","RPL_THEME3","EPL_MUNIT","EPL_MOBILE","EPL_CROWD","EPL_NOVEH","EPL_GROUPQ","SPL_THEME4","RPL_THEME4","SPL_THEMES","RPL_THEMES","F_POV150","F_UNEMP","F_HBURD","F_NOHSDP","F_UNINSUR","F_THEME1","F_AGE65","F_AGE17","F_DISABL","F_SNGPNT","F_LIMENG","F_THEME2","F_MINRTY","F_THEME3","F_MUNIT","F_MOBILE","F_CROWD","F_NOVEH","F_GROUPQ","F_THEME4","F_TOTAL","train_walking_category","bus_walking_category"
"120",11001007503,0.61,0.08,"Census Tract 75.03; District of Columbia; District of Columbia",0.198911642,2518,1152,923,1177,211,428,200,68,168,915,320,140,15,2374,298,0,29,489,133,46.7,18.6,46.4,14,2.7,6.7,36.3,12.7,15.1,0.7,94.3,25.8,0,3.1,53,5.3,0.9268,0.922,0.9015,0.8293,0.4976,4.0772,0.8916,0.2244,0.9756,0.678,0.8621,0.4439,3.184,0.7685,0.7951,0.7951,0.7951,0.3054,0,0.5764,0.8325,0.8439,2.5582,0.7833,10.6145,0.8867,1,1,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,"10+ minutes","0-5 minutes"
"121",11001007504,0.98,0.09,"Census Tract 75.04; District of Columbia; District of Columbia",0.295013202,2795,1488,1300,1089,81,604,261,103,240,829,567,196,53,2770,626,0,40,613,56,39,6.2,46.5,14.5,3.7,8.6,29.7,20.3,15.1,2.1,99.1,42,0,3.1,47.2,2,0.8439,0.5366,0.9064,0.8439,0.6585,3.7893,0.8128,0.322,0.8634,0.9268,0.8621,0.7317,3.706,0.9606,0.9463,0.9463,0.9463,0.5123,0,0.5764,0.7537,0.6488,2.4912,0.7734,10.9328,0.9163,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,"10+ minutes","0-5 minutes"
"122",11001007601,1.07,0.11,"Census Tract 76.01; District of Columbia; District of Columbia",0.430642341,5226,2404,2136,1828,427,760,604,351,725,1233,713,369,57,4892,379,0,110,630,113,35.3,16.4,35.6,17.4,6.8,13.9,23.6,13.8,17.3,1.2,93.6,15.7,0,5.1,29.5,2.2,0.7951,0.8634,0.7635,0.9268,0.8829,4.2317,0.936,0.6585,0.722,0.722,0.8818,0.6195,3.6038,0.936,0.7854,0.7854,0.7854,0.1872,0,0.7833,0.399,0.6878,2.0573,0.5567,10.6782,0.9015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"123",11001007603,2.41,0.09,"Census Tract 76.03; District of Columbia; District of Columbia",0.473598891,3619,2392,2107,603,137,486,202,7,800,524,503,217,0,3519,279,0,0,641,30,16.7,6.7,23.1,7.3,0.2,22.1,14.5,13.9,10.3,0,97.2,11.7,0,0,30.4,0.8,0.5561,0.5756,0.4631,0.6,0.0829,2.2777,0.4828,0.8829,0.3902,0.7366,0.7635,0,2.7732,0.5665,0.8439,0.8439,0.8439,0.1478,0,0,0.4187,0.4488,1.0153,0.0985,6.9101,0.4433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"124",11001007604,1.96,0.14,"Census Tract 76.04; District of Columbia; District of Columbia",0.528797577,3457,2054,1814,840,208,510,294,181,651,363,571,79,21,3252,876,0,19,503,20,24.3,11.3,28.1,10,5.2,18.8,10.5,16.5,4.4,0.6,94.1,42.6,0,1,27.7,0.6,0.6829,0.7463,0.5911,0.7122,0.8,3.5325,0.7586,0.8195,0.278,0.8439,0.5468,0.4244,2.9126,0.6256,0.7902,0.7902,0.7902,0.5271,0,0.3251,0.3645,0.3756,1.5923,0.2956,8.8276,0.6798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"125",11001007605,1.3,0.12,"Census Tract 76.05; District of Columbia; District of Columbia",0.175210771,3779,2135,1926,1223,178,1011,241,72,920,553,1159,130,0,3679,942,0,203,916,136,32.5,10.1,52.5,7.9,1.9,24.3,14.6,30.8,6.7,0,97.4,44.1,0,10.5,47.6,3.6,0.7659,0.7073,0.936,0.6439,0.3805,3.4336,0.7291,0.9317,0.4049,0.9902,0.6453,0,2.9721,0.665,0.8585,0.8585,0.8585,0.5419,0,0.9015,0.7635,0.7951,3.002,0.9113,10.2662,0.8473,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,0,1,4,"10+ minutes","0-5 minutes"
"126",11001007703,0.77,0.09,"Census Tract 77.03; District of Columbia; District of Columbia",0.392951836,6923,2451,2340,2590,495,816,489,602,531,2391,645,568,124,6915,481,0,297,957,29,37.6,14.8,34.9,12.1,8.7,7.7,34.5,9.3,24.2,2.1,99.9,19.6,0,12.7,40.9,0.4,0.8244,0.8439,0.7537,0.7854,0.9415,4.1489,0.9113,0.2634,0.961,0.4585,0.936,0.7317,3.3506,0.8325,0.9805,0.9805,0.9805,0.2414,0,0.9557,0.6355,0.3122,2.1448,0.6256,10.6248,0.8916,0,0,0,0,1,1,0,1,0,1,0,2,1,1,0,0,1,0,0,1,5,"10+ minutes","0-5 minutes"
"127",11001007707,1.21,0.11,"Census Tract 77.07; District of Columbia; District of Columbia",0.325426457,4131,2020,1808,1360,249,734,541,248,569,895,959,143,0,4021,337,0,140,658,33,32.9,13.3,40.6,18.6,6,13.8,21.7,23.2,7.9,0,97.3,16.7,0,7.7,36.4,0.8,0.7707,0.8,0.8325,0.9463,0.8585,4.208,0.9212,0.6537,0.6341,0.9707,0.6847,0,2.9432,0.6502,0.8488,0.8488,0.8488,0.2118,0,0.8522,0.5616,0.4488,2.0744,0.5665,10.0744,0.8079,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,"10+ minutes","0-5 minutes"
"128",11001007708,1.26,0.15,"Census Tract 77.08; District of Columbia; District of Columbia",0.287958347,2680,1279,1221,770,325,491,290,190,493,485,679,127,0,2677,444,0,150,702,18,28.7,24.4,40.2,15.4,7.2,18.4,18.1,25.6,10.4,0,99.9,34.8,0,12.3,57.5,0.7,0.7463,0.9415,0.8227,0.878,0.9122,4.3007,0.9507,0.8098,0.5317,0.9805,0.7685,0,3.0905,0.7192,0.9805,0.9805,0.9805,0.4236,0,0.9409,0.9113,0.4049,2.6807,0.8227,11.0524,0.9409,0,1,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,1,0,2,6,"10+ minutes","0-5 minutes"
"129",11001007709,1.23,0.1,"Census Tract 77.09; District of Columbia; District of Columbia",0.320029137,2303,1348,1203,846,110,569,367,157,311,546,548,369,6,2269,297,0,104,683,48,37,11.7,47.3,22.2,6.9,13.5,23.7,23.9,30.7,0.3,98.5,22.1,0,8.7,56.8,2.1,0.8195,0.7707,0.9113,0.9756,0.8878,4.3649,0.9606,0.6195,0.7317,0.9756,0.9852,0.322,3.634,0.9507,0.9171,0.9171,0.9171,0.266,0,0.8768,0.9015,0.6732,2.7175,0.8276,11.6335,0.9852,0,0,1,1,0,2,0,0,1,1,0,2,1,1,0,0,0,1,0,1,6,"10+ minutes","0-5 minutes"
"130",11001007803,0.35,0.21,"Census Tract 78.03; District of Columbia; District of Columbia",0.380957963,4491,2709,2357,1249,247,1272,637,377,938,1038,892,445,0,4426,1052,0,107,778,64,28.1,11.7,54,20.5,8.4,20.9,23.1,19.9,18.9,0,98.6,38.8,0,4.5,33,1.4,0.7366,0.7707,0.9557,0.9659,0.9268,4.3557,0.9557,0.8439,0.7073,0.9073,0.9064,0,3.3649,0.8424,0.922,0.922,0.922,0.4581,0,0.7438,0.4729,0.5512,2.226,0.6601,10.8686,0.9064,0,0,1,1,1,3,0,0,1,1,0,2,1,1,0,0,0,0,0,0,6,"6-10 minutes","6-10 minutes"
"131",11001007804,0.59,0.12,"Census Tract 78.04; District of Columbia; District of Columbia",0.323718728,4201,1839,1480,2181,204,668,438,157,634,1608,776,727,0,4099,736,0,70,608,350,55.7,17.1,45.1,19.5,4,15.1,38.3,19.8,49.1,0,97.6,40,0,4.7,41.1,8.3,0.961,0.8829,0.8867,0.9512,0.7024,4.3842,0.9704,0.6976,0.9902,0.9024,1,0,3.5902,0.931,0.8634,0.8634,0.8634,0.468,0,0.7586,0.6404,0.8878,2.7548,0.8424,11.5926,0.9803,1,0,0,1,0,2,0,1,1,1,0,3,0,0,0,0,0,0,0,0,5,"10+ minutes","0-5 minutes"
"132",11001007806,0.41,0.11,"Census Tract 78.06; District of Columbia; District of Columbia",0.25924201,2386,1308,1233,642,116,561,152,221,419,319,339,35,46,2273,316,0,23,447,54,27,10.1,45.5,7.4,9.3,17.6,13.4,14.2,2.8,2,95.3,24.2,0,1.9,36.3,2.3,0.722,0.7073,0.8916,0.6098,0.9561,3.8868,0.8473,0.7756,0.3561,0.7707,0.4286,0.7171,3.0481,0.6995,0.8049,0.8049,0.8049,0.2808,0,0.4581,0.5567,0.7024,1.998,0.532,9.7378,0.7783,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6-10 minutes","0-5 minutes"
"133",11001007807,1.29,0.1,"Census Tract 78.07; District of Columbia; District of Columbia",0.201834434,2408,1000,918,599,363,277,173,62,269,459,424,82,15,2406,305,0,29,309,45,24.9,28.4,30.2,10.4,2.6,11.2,19.1,17.6,8.9,0.7,99.9,30.5,0,3.2,33.7,1.9,0.7024,0.9707,0.6502,0.7317,0.4878,3.5428,0.7685,0.5073,0.5756,0.8585,0.7291,0.4439,3.1144,0.734,0.9805,0.9805,0.9805,0.3695,0,0.5961,0.5123,0.6244,2.1023,0.601,9.74,0.7833,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,"10+ minutes","0-5 minutes"
"134",11001007808,1.29,0.14,"Census Tract 78.08; District of Columbia; District of Columbia",0.361720431,4206,1823,1577,1929,278,614,396,61,508,1421,902,388,0,4182,293,0,139,395,62,45.9,16.8,38.9,16.2,1.5,12.1,33.8,21.5,24.6,0,99.4,16.1,0,8.8,25,1.5,0.9171,0.8732,0.8177,0.8927,0.3073,3.808,0.8177,0.5463,0.9561,0.9415,0.9409,0,3.3848,0.8522,0.9561,0.9561,0.9561,0.202,0,0.8818,0.3054,0.5756,1.9648,0.5025,10.1137,0.8276,1,0,0,0,0,1,0,1,1,1,0,3,1,1,0,0,0,0,0,0,5,"10+ minutes","0-5 minutes"
"135",11001007809,0.72,0.1,"Census Tract 78.09; District of Columbia; District of Columbia",0.20666264,3236,1394,1209,1428,424,400,348,22,342,1062,353,304,11,3167,149,0,13,532,34,44.2,27,33.1,20.4,0.7,10.6,32.8,10.9,25.1,0.4,97.9,10.7,0,1.1,44,1.1,0.8927,0.9561,0.7291,0.961,0.1415,3.6804,0.7833,0.4634,0.9366,0.5951,0.9606,0.3512,3.3069,0.8128,0.878,0.878,0.878,0.1281,0,0.3448,0.6897,0.5122,1.6748,0.33,9.5401,0.7635,0,1,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,4,"10+ minutes","0-5 minutes"
"136",11001007901,0.88,0.1,"Census Tract 79.01; District of Columbia; District of Columbia",0.155228834,4505,1959,1728,1538,483,499,182,125,728,1129,535,233,26,3677,326,0,73,560,13,34.1,22.6,28.9,5.9,2.8,16.2,25.1,11.9,13.5,0.6,81.6,16.6,0,4.2,32.4,0.3,0.7805,0.9317,0.6108,0.5268,0.5122,3.362,0.7143,0.7317,0.7854,0.639,0.8424,0.4244,3.4229,0.8719,0.6732,0.6732,0.6732,0.2069,0,0.7291,0.4631,0.2829,1.682,0.335,9.1401,0.7192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"137",11001007903,0.88,0.16,"Census Tract 79.03; District of Columbia; District of Columbia",0.09573206,1739,894,763,197,95,164,105,60,176,306,180,46,15,1308,11,0,0,160,0,11.3,9.4,21.5,8,3.5,10.1,17.6,10.4,6,0.9,75.2,1.2,0,0,21,0,0.3512,0.678,0.4286,0.6537,0.6244,2.7359,0.5961,0.4098,0.5024,0.5463,0.6207,0.5317,2.6109,0.5172,0.6244,0.6244,0.6244,0.0296,0,0,0.2217,0,0.2513,0.0049,6.2225,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"138",11001008001,1.06,0.07,"Census Tract 80.01; District of Columbia; District of Columbia",0.124631795,3064,1589,1416,69,37,72,53,0,177,613,120,0,30,1114,161,0,19,151,26,2.3,1.7,5.1,2.3,0,5.8,20,3.9,0,1.1,36.4,10.2,0,1.4,10.7,0.8,0.0195,0.1707,0.0246,0.278,0,0.4928,0.0049,0.1707,0.5951,0.0732,0,0.5854,1.4244,0.1379,0.2488,0.2488,0.2488,0.1182,0,0.3892,0.0542,0.4488,1.0104,0.0887,3.1764,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"139",11001008002,0.71,0.08,"Census Tract 80.02; District of Columbia; District of Columbia",0.223538,3281,1530,1410,300,100,177,27,105,289,875,217,124,0,1116,197,0,18,230,73,9.2,5,12.6,1.2,3.2,8.8,26.7,6.7,8.8,0,34,12.9,0,1.3,16.3,2.2,0.2829,0.478,0.1626,0.1854,0.5854,1.6943,0.2857,0.3366,0.8293,0.2585,0.7241,0,2.1485,0.33,0.2341,0.2341,0.2341,0.1675,0,0.3744,0.1527,0.6878,1.3824,0.197,5.4593,0.2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"140",11001008100,0.8,0.07,"Census Tract 81; District of Columbia; District of Columbia",0.112079233,3123,1591,1531,46,22,97,11,219,304,507,121,28,11,718,220,0,22,247,8,1.5,1,6.3,0.4,7,9.7,16.2,3.9,1.8,0.4,23,13.8,0,1.4,16.1,0.3,0.0098,0.078,0.0443,0.0976,0.8976,1.1273,0.1527,0.3902,0.4439,0.0732,0.33,0.3512,1.5885,0.2118,0.0341,0.0341,0.0341,0.1724,0,0.3892,0.1478,0.2829,0.9923,0.0837,3.7422,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"141",11001008200,0.6,0.11,"Census Tract 82; District of Columbia; District of Columbia",0.130666183,2658,1665,1407,99,25,188,1,18,273,343,89,13,19,746,415,0,14,540,163,3.9,1.2,13.4,0.1,0.7,10.3,12.9,3.4,0.9,0.8,28.1,25,0,1,38.4,6.1,0.0537,0.0927,0.1921,0.0829,0.1415,0.5629,0.0296,0.4341,0.3415,0.0634,0.2069,0.4683,1.5142,0.1773,0.1366,0.1366,0.1366,0.3005,0,0.3251,0.5911,0.8634,2.0801,0.5714,4.2938,0.1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"142",11001008301,0.49,0.14,"Census Tract 83.01; District of Columbia; District of Columbia",0.117363425,2895,1652,1542,201,44,157,29,51,272,353,120,0,0,911,570,0,11,434,82,7.1,2,10.2,1.3,1.8,9.4,12.2,4.1,0,0,31.5,34.5,0,0.7,28.1,2.8,0.1902,0.2098,0.1034,0.2049,0.3561,1.0644,0.133,0.3707,0.3317,0.0927,0,0,0.7951,0.064,0.1854,0.1854,0.1854,0.4187,0,0.2315,0.3744,0.7317,1.7563,0.3645,3.8012,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"143",11001008302,0.76,0.09,"Census Tract 83.02; District of Columbia; District of Columbia",0.100730537,2981,1434,1321,94,8,169,73,0,289,551,141,48,0,762,382,0,21,342,112,3.3,0.4,12.8,3.2,0,9.7,18.5,5,3.6,0,25.6,26.6,0,1.6,25.9,3.8,0.039,0.0341,0.1675,0.3561,0,0.5967,0.0394,0.3902,0.5463,0.1122,0.5074,0,1.5561,0.197,0.078,0.078,0.078,0.3103,0,0.4236,0.335,0.8049,1.8738,0.4187,4.1046,0.1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"144",11001008402,1.09,0.08,"Census Tract 84.02; District of Columbia; District of Columbia",0.105861446,2496,1614,1450,318,51,280,66,89,266,282,279,19,13,1199,749,0,0,553,79,12.8,2.9,19.3,3.1,3.6,10.7,11.3,11.2,1.3,0.5,48,46.4,0,0,38.1,3.2,0.4146,0.2927,0.3744,0.3512,0.6439,2.0768,0.4187,0.4732,0.3024,0.6098,0.2562,0.4,2.0416,0.3054,0.3854,0.3854,0.3854,0.5764,0,0,0.5862,0.7561,1.9187,0.4581,6.4225,0.3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"145",11001008410,0.93,0.06,"Census Tract 84.10; District of Columbia; District of Columbia",0.084918888,2189,855,837,151,43,99,68,57,95,675,176,17,0,1290,41,0,45,202,1,6.9,3.2,11.8,4.6,2.6,4.3,30.8,8,2,0,58.9,4.8,0,5.4,24.1,0,0.1854,0.3122,0.1429,0.4488,0.4878,1.5771,0.2562,0.0927,0.8927,0.3805,0.3645,0,1.7304,0.2463,0.4927,0.4927,0.4927,0.069,0,0.8079,0.2808,0,1.1577,0.1379,4.9579,0.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"146",11001008701,0.67,0.07,"Census Tract 87.01; District of Columbia; District of Columbia",0.14775583,2661,1269,1130,430,29,177,75,60,177,262,174,49,65,1446,161,0,13,217,86,16.3,1.6,15.7,3.4,2.3,6.7,9.8,6.6,4.3,2.5,54.3,12.7,0,1.2,19.2,3.2,0.5366,0.1561,0.2759,0.3805,0.4488,1.7979,0.3202,0.2244,0.239,0.239,0.5369,0.7707,2.01,0.3005,0.4683,0.4683,0.4683,0.1626,0,0.3645,0.1921,0.7561,1.4753,0.2266,5.7515,0.2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"147",11001008702,0.54,0.06,"Census Tract 87.02; District of Columbia; District of Columbia",0.18780426,3430,2135,2021,428,77,348,87,161,135,352,223,51,19,2030,1317,0,16,801,119,12.5,2.9,17.2,3.2,4.7,3.9,10.3,6.5,2.5,0.6,59.2,61.7,0,0.8,39.6,3.5,0.4098,0.2927,0.33,0.3561,0.7659,2.1545,0.4335,0.0585,0.2683,0.2293,0.3941,0.4244,1.3746,0.1182,0.5024,0.5024,0.5024,0.6847,0,0.2512,0.6108,0.7854,2.3321,0.7094,6.3636,0.3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"148",11001008802,1.15,0.08,"Census Tract 88.02; District of Columbia; District of Columbia",0.180918903,4607,2164,1891,1116,277,451,307,138,376,942,360,93,42,3541,436,0,69,560,90,24.6,9.5,23.8,9.4,3,8.2,20.4,7.9,4.9,1,76.9,20.2,0,3.6,29.6,2,0.6976,0.6829,0.4877,0.7024,0.5561,3.1267,0.6552,0.2878,0.6098,0.3707,0.5764,0.5512,2.3959,0.4286,0.6439,0.6439,0.6439,0.2512,0,0.6601,0.4039,0.6488,1.964,0.4975,8.1305,0.6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"149",11001008803,0.97,0.08,"Census Tract 88.03; District of Columbia; District of Columbia",0.45108065,3784,1983,1627,1144,263,592,200,248,150,429,654,140,30,2920,1441,0,72,769,1021,34.5,11.3,36.4,7.3,6.7,4,11.3,17.8,8.6,0.8,77.2,72.7,0,4.4,47.3,27,0.7902,0.7463,0.7734,0.6,0.878,3.7879,0.8079,0.0732,0.3024,0.8634,0.7143,0.4683,2.4216,0.4433,0.6488,0.6488,0.6488,0.7783,0,0.7389,0.7586,0.9659,3.2417,0.9409,10.1,0.8227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"10+ minutes","0-5 minutes"
"150",11001008804,1.33,0.07,"Census Tract 88.04; District of Columbia; District of Columbia",0.300407433,3063,1901,1569,941,290,654,235,156,118,583,320,156,251,2793,210,0,280,411,20,30.8,14.4,41.7,10.7,5.1,3.9,19,10.4,10,8.8,91.2,11.1,0,17.8,26.2,0.7,0.7512,0.8244,0.8424,0.7366,0.7951,3.9497,0.8571,0.0585,0.5707,0.5463,0.7586,0.9512,2.8853,0.6108,0.7415,0.7415,0.7415,0.133,0,0.9852,0.3448,0.4049,1.8679,0.4138,9.4444,0.7488,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,"10+ minutes","0-5 minutes"
"151",11001008903,1.59,0.09,"Census Tract 89.03; District of Columbia; District of Columbia",0.118012462,4006,1978,1781,1792,420,853,269,50,142,1256,462,364,0,3530,620,0,219,767,0,46.1,18.5,47.9,10.8,1.2,3.5,31.4,11.5,20.4,0,88.1,31.4,0,12.3,43.1,0,0.922,0.9171,0.9163,0.7415,0.2341,3.731,0.798,0.0537,0.9171,0.6244,0.9163,0,2.5115,0.4729,0.7073,0.7073,0.7073,0.3744,0,0.9409,0.6798,0,1.9951,0.5222,8.9449,0.6946,1,1,1,0,0,3,0,1,0,1,0,2,0,0,0,0,1,0,0,1,6,"10+ minutes","0-5 minutes"
"152",11001008904,1.24,0.1,"Census Tract 89.04; District of Columbia; District of Columbia",0.173492231,3973,2178,1970,932,187,796,369,382,259,898,471,224,51,3621,629,0,142,676,0,23.5,7.4,40.4,13,9.6,6.5,22.6,11.9,11.4,1.4,91.1,28.9,0,7.2,34.3,0,0.6634,0.6049,0.8276,0.8098,0.9659,3.8716,0.8374,0.2146,0.678,0.639,0.803,0.6585,2.9931,0.6749,0.7366,0.7366,0.7366,0.3498,0,0.8473,0.5222,0,1.7193,0.3498,9.3206,0.7389,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
"153",11001009000,1.99,0.12,"Census Tract 90; District of Columbia; District of Columbia",0.55101157,3637,2434,2289,371,35,857,338,62,1133,457,972,65,0,3318,1118,0,26,501,0,10.2,1.6,37.4,11.7,1.7,31.2,12.6,26.7,2.8,0,91.2,46,0,1.1,21.9,0,0.3171,0.1561,0.7833,0.7707,0.3317,2.3589,0.5025,0.9805,0.3366,0.9854,0.4286,0,2.7311,0.5567,0.7415,0.7415,0.7415,0.5665,0,0.3448,0.2414,0,1.1527,0.133,6.9842,0.4631,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,"10+ minutes","0-5 minutes"
"154",11001009102,0.85,0.14,"Census Tract 91.02; District of Columbia; District of Columbia",0.701272043,4753,2232,1937,1350,246,672,448,182,436,1178,654,292,66,4151,619,39,68,646,30,28.5,10.1,34.7,14.7,3.8,9.2,24.8,13.8,15,1.6,87.3,27.7,1.7,3.5,33.4,0.6,0.7415,0.7073,0.7438,0.8537,0.6683,3.7146,0.7931,0.3561,0.7561,0.722,0.8571,0.678,3.3693,0.8473,0.6976,0.6976,0.6976,0.33,0.9655,0.6355,0.5025,0.3756,2.8091,0.8621,10.5906,0.8768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"10+ minutes","0-5 minutes"
"155",11001009201,0.46,0.1,"Census Tract 92.01; District of Columbia; District of Columbia",0.243159704,3053,1438,1242,642,85,397,80,257,196,621,172,43,65,1541,661,0,68,308,383,22.2,4.8,32,4.4,8.5,6.4,20.3,5.7,3.5,2.3,50.5,46,0,5.4,24.8,12.5,0.6439,0.4634,0.7192,0.4293,0.9317,3.1875,0.67,0.2098,0.6,0.1659,0.4975,0.7561,2.2293,0.3744,0.4195,0.4195,0.4195,0.5665,0,0.8079,0.3005,0.9415,2.6164,0.8079,8.4527,0.6305,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"10+ minutes","0-5 minutes"
"156",11001009203,0.65,0.1,"Census Tract 92.03; District of Columbia; District of Columbia",0.224358853,3337,1566,1537,598,298,530,166,185,368,365,431,37,42,2672,446,0,43,612,26,17.9,14,34.5,7.2,5.5,11,10.9,12.9,2.4,1.3,80.1,28.5,0,2.8,39.8,0.8,0.5707,0.8098,0.7389,0.5902,0.8293,3.5389,0.7635,0.4976,0.2927,0.6829,0.3793,0.639,2.4915,0.468,0.6683,0.6683,0.6683,0.3448,0,0.5369,0.6207,0.4488,1.9512,0.4877,8.6499,0.6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"157",11001009204,0.4,0.06,"Census Tract 92.04; District of Columbia; District of Columbia",0.119098953,3373,1641,1565,1460,126,774,409,179,590,1134,666,284,370,3054,1101,0,64,672,0,43.3,8.9,49.5,19.7,5.3,17.5,33.6,19.7,18.1,12.3,90.5,67.1,0,4.1,42.9,0,0.878,0.6634,0.9212,0.9561,0.8098,4.2285,0.931,0.7659,0.9512,0.8976,0.8966,0.9805,4.4918,1,0.7268,0.7268,0.7268,0.734,0,0.7094,0.6749,0,2.1183,0.6108,11.5654,0.9754,0,0,1,1,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,"6-10 minutes","0-5 minutes"
"158",11001009301,0.66,0.1,"Census Tract 93.01; District of Columbia; District of Columbia",0.428222253,3505,1553,1524,331,35,176,50,105,503,614,322,14,0,2100,164,0,9,177,145,9.4,1.7,11.5,1.9,3,14.4,17.5,9.2,0.9,0,59.9,10.5,0,0.6,11.6,4.1,0.2878,0.1707,0.1281,0.2537,0.5561,1.3964,0.2069,0.678,0.4976,0.439,0.2069,0,1.8215,0.2709,0.5073,0.5073,0.5073,0.1232,0,0.2069,0.069,0.8146,1.2137,0.1527,4.9389,0.1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10+ minutes","0-5 minutes"
"159",11001009302,0.55,0.1,"Census Tract 93.02; District of Columbia; District of Columbia",0.151315304,1762,1005,962,350,65,287,122,153,90,305,135,38,50,1248,452,0,8,274,8,19.9,5.1,29.8,8.8,8.7,5.1,17.3,7.7,3.9,3,70.8,45,0,0.8,28.5,0.5,0.6098,0.4829,0.6355,0.6878,0.9415,3.3575,0.7094,0.1317,0.4927,0.3561,0.5222,0.8049,2.3076,0.4039,0.5902,0.5902,0.5902,0.5517,0,0.2512,0.3842,0.3415,1.5286,0.2463,7.7839,0.5665,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10+ minutes","0-5 minutes"
